,text,labels
186,Le Président de l’#OMS demande a tous les habitants des pays de se vacciner mais lui ne se vaccine pas #Covid_19 #Pfizer,1
187,@user @user @user @user If only the COVID-19 vaccine actually prevented COVID-19 infection your point might make sense  ... to some,1
188,#tf2 #TF2 #Memes #daily #dailymemes #covid #Covid_19 #vaccines #news  http,2
189,@user Let's suppose all of that is correct. How do we know if all these deaths are due to the Vaccine not the COVID-19 infections!!!! This is the big question. We just DON'T know. We need clinical trials and studies to know.,0
190,#COVID #socialmedia #misinformation Misinformation About COVID-19 Vaccines on Social Media: Rapid Review  http,0
191,"@user @user @user @user yes but not covid 19 one and the science already proves its not effective and cant even be consider a vaccine, again once they are done with all the law suits we can see were it stands",0
192,"The US made hundreds of millions of doses of safe &amp; effective COVID-19 vaccines available by early 2021, but by early summer, US production of COVID-19 vaccine doses mostly stopped growing. Why?  @user explains:  http  http",2
193,"""...from Dec. 14, 2020, to July 22, 2022, show that there were 12,232 adverse events in 5- to 11-year-olds, including 313 “serious” cases and 9 deaths...""  9-Year-Old Dies Two Weeks After Taking COVID-19 Vaccine: VAERS  http",2
194,NJ College COVID-19 Vaccine Tally  http,1
195,"💉 Vaccines Mon, 8th Aug 1st: 1 2nd: 1 Single: 0 Booster: 34 Immunocompromised: 9 Total: 45  At least one dose: 4,093,396(86.9% of 5+) Fully vaccinated: 4,047,238(85.9% of 5+) Boosted: 3,112,414(66.1% of 5+)  http #COVID19Ireland  http",1
196,Most Parents Are Saying No to Covid-19 Vaccines for Toddlers  http Clinical / Medical #bioethics,0
197,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user No one sensible believes you when you pretend COVID-19 vaccines don't work, just like no one sensible believed you when you pretended ivermectin worked.   http   http   http  http  http",0
198,Is your child ready for the new school year? Help them succeed with the COVID-19 vaccine + take steps to protect your family.  Vaccines are now recommended for people 6 months and older. Learn more about how to keep your child healthy at:  http  http,2
199,@user Aww Nana... This is what happens when you pick sides in a fight   Kwadwo Sheden wai 🤣🤣🤣🤣🤣,1
200,South Africa record first person to die from covid 19 related Vaccine  #BreakingNews #WhatsApp,1
201,FBI: N. Korea Sought to Obtain US COVID-19 Vaccine Technology via Hacking  http,2
202,"Live! S.C.A.L.E.S 3.0. STRATEGY LAUNCH Dr Ifedayo Adetifa, DG NCDC - ""All of the Covid-19 vaccines administered in Nigeria are safe. 25 million eligible Nigerians have received the full dose, and 40 million have received at least a single dose, thats evidence of its safety",0
203,FDA Approval of COVID-19 Vaccines for Infants and Young Children Is ‘Egregious’: Dr. Mercola   http hood thing they treated congress or they’d be silenced and punished!,1
204,GOVX - GeoVax Reports Second Quarter Results. Reported quarterly losses of $(0.21) per share. This is unchanged from the same period last year. Advancing Phase 2 Clinical Trials for COVID-19 and Immuno-Oncology Evaluation of Company's Vaccine Platform Against Monkeypox Underway,0
205,"My children's vaccine card let's the check a box for having had chicken pox. How in the world is this sane advice from the CDC? ""Yes. Children 6 months and older should get vaccinated against #COVID19 even if they’ve already had COVID-19.""",2
206,"As of 4pm today, Cambridge is reporting: 32 newly reported COVID-19 cases. 0 newly reported COVID-19 deaths. 20.3 cases per 100,000 residents, 7-day moving average. 90% of residents with at least one vaccine dose and 73% fully vaccinated. More at  http #CambMA  http",0
207,@user @user @user Some people who are vaccinated against COVID-19 will still get sick and have a vaccine breakthrough infection because no vaccine is 100% effective. Try educating yourself.  http,1
208,"I think it's more the type of vaccine they had a problem with. Popular vaccines require one dose with little to no side effects. The COVID-19 vaccine was multiple doses and you could still get COVID-19 despite taking it. After talking to ppl, the latter reason is why they...",1
209,"@user 3/5 Even though your representatives, governors, mayors, etc., including President Biden were briefed about the Covid-19 vaccine, they're doing nothing to protect you from it.   I post details about the ongoing development of this file on Facebook, Twitter, and Instagram.",1
210,@user @user C'est bizarre parce qu'en Guyane où il n'y a que 30 % de vaccinés il y a zéro décès #Covid_19  ces derniers temps 🤔🤫,0
211,"Watch ""Inside the Lab That Invented the COVID-19 Vaccine"" on YouTube  http  🤔🤓",2
212,@user I know I do. I’m riddled with guilt and remorse ever since my eyes were opened with the Covid-19 vaccine mandates. I listened to the pediatricians instead of researching for myself. 😔💔,0
213,@user @user @user Our fight against COVID-19 has always been about not allowing the virus to overwhelm our healthcare system.  The vaccines have proven effective in doing just that.  Let's stay focused!,2
214,"We found no record of former COVID-19 response coordinator Dr. Deborah Birx stating the vaccine could provide complete protection against infection. She has often criticized the false notion that vaccinated people are ""somehow invincible.""  http",2
215," http  ""...scientists have expressed concerns about—is that COVID-19 mRNA vaccines as well as the booster shots may be making our immune response less effective....""",0
216,How does the flu vaccine affect the risk of contracting COVID-19?  http,1
217,EXCLUSIVE: CDC Claims Link Between Heart Inflammation and COVID-19 Vaccines Wasn’t Known for Most of 2021  #COVID19 #vaccine  http,2
218, http  #Covid_19 #vaccine #Impfung #LauterbachRausschmissSofort #VaccineSideEffects,2
219,"Per Allegheny County: The CDC raised Allegheny County’s community level of COVID-19 from ""medium"" to ""high.""  Recommended that residents wear masks indoors in public, stay updated on COVID-19 vaccines, get tested if they have symptoms.  http",2
220,Twitter Threatened With Class-Action Lawsuit for Banning Doctor Over COVID-19 Vaccine Post A doctor who was banned from Twitter for posting about COVID-19 vaccines is willing to...  Please read the full story here:  http #NationTechnol...  http,2
221,"As long as people get infected by COVID-19, it gives the virus another place to hide out and keep adapting to vaccines and immunities. That is why it's vital to do everything you can to prevent getting infected.",2
222,"@user @user @user @user @user Since you can't be bothered to look further than my tweet..""The German government publicly admitted on Wednesday, July 20, that the Wuhan coronavirus (COVID-19) vaccines can cause severe side effects for one person in every 5,000 "".. Google is a wonderful tool.",2
223,"Якщо особа отримала одну або кілька доз вакцини проти COVID-19, яка наразі більше не доступна, чи слід їй завершити серію іншою вакциною, чи зачекати, допоки та ж сама вакцина стане доступною? | COVID-19 Info Vaccines  http",2
224,[On Air]  The South African Health Products Regulatory Authority has confirmed that a person died of Guillain-Barré syndrome that was causally linked to receiving the Johnson &amp; Johnson Covid-19 vaccine. Dr Mvuyisi Mzukwa speaks to @user on #SAfmBTH,1
225,"Comirnaty, INN-COVID-19 mRNA Vaccine (nucleoside-modified)  http",2
226,"Breaking: Novavax is cutting its 2022 sales forecast due to less than expected demand for its Covid-19 vaccine, which was recently authorized in the U.S., @user reports   http via @user",2
227,"Doctors Criticize Fauci For Saying COVID Vaccines Induce 'Only Temporary' Menstrual Irregularities Dr. Fauci’s recent comments on menstrual irregularities met with serious rebuttal from gynecologists, who say COVID-19 vacci  http  http",0
228,The government hasten the Covid-19 vaccines.,2
229,New Breast Cancer Treatments Inspired by mRNA COVID-19 Vaccine Innovation – Web Health Cloud  http,2
230," http  Trying to soften up  the American public for an endless parade of COVID-19 boosters and other vaccines, Dr. Anthony Fauci is now alleging the “job is not done” and the jabs “don’t protect overly well.”  Fauci IS A MONSTER folks.",0
231,Kids 6 months and older are now eligible for COVID-19 vaccines!!  Talk to your child's doctor or visit  http for more information.  http,2
232,"Schools in D.C. are requiring all students aged 12 &amp; older to get the COVID-19 vaccine before returning to classroom this fall. Students who don't get it won't be allowed in classroom, could face expulsion say a DC council. What's Next? More Booster shots?  http",2
233,"@user Mr. Kirk. You must be mistaken. Biden promised us a year ago that if we took the experimental vaccine, we could not get the virus.  So I am sure that all this talk about Biden having Covid-19 must be Russian disinformation or something.",0
234,"Safety Monitoring of COVID-19 mRNA Vaccine First Booster Doses Among Persons Aged ...  http The VAERS system registered 145 results, probably from immunocompromised individuals who received a fourth dose, of which only 17 were serious ...",1
235,"Monkeypox can't use the same at-home testing playbook as COVID-19  -- News, Social Impact | The Perfect Enemy:  http  #Coronavirus #PublicHealth #Vaccines  http",2
236,The North Carolina Collaboratory relies on SAS for #IoT on Azure to harness the complex system of cold chain logistics. Learn how @user partnered with @user to manage the storage of COVID-19 #vaccines. #SupplyChain #MicrosoftAzure    http  http,2
237,"@user @user @user Johnson, a COVID anti-vaxxer, cited the American Academy of Pediatrics and CDC, which states: “CDC recommends that everyone 5 years and older get a COVID-19 vaccine.”  The CDC says on another page that children over five should be vaccinated and masked at school.",1
